intervention,inclusion_tier,registry_trials,max_phase,statuses,trials_with_posted_results,category,traditional,abandoned_reason,termination_reasons,verdict_class,verdict_sublabel,evidence_tier,evidence_tier_sublabel,n_human_studies,n_mono_randomised,strongest_design,key_result_pmid,key_result_verbatim,metric,duration_weeks,comparator_arm_change,endpoint_dimension,indirect_only,conflict_present,conflict_note,safety,pooled_context_pmids,combination_evidence_pmids,why,curated,curation_note,duplicate_of,registry_only_result
rituximab,I1,4,PHASE2|3,COMPLETED|NOT_YET_RECRUITING|RECRUITING,1,biologic,False,not_applicable,,Uncertain,IPF-specific randomised triple-masked trial exists but its primary endpoint was an autoantibody titre; clinical outcomes null with numerically more hospitalisations and serious adverse events,Uncertain,"one randomised trial with a mechanistic primary endpoint, registry-posted only",6,1,rct,32777737.0,"NCT01969409 (7 sites, randomised, parallel, triple-masked, n=58) primary endpoint autoantibodies to HEp-2 cells at 9 months: placebo 288 (SE 63, n=25) versus rituximab 177 (SE 29, n=26). Secondary clinical endpoints: FVC 2.6 L (SE 0.14) versus 2.5 L (SE 0.16); absolute survival 93% (SE 5) versus 93% (SE 5); transplant-free survival 89% (SE 6) versus 90% (SE 6); hospital admissions 6 versus 12; acute exacerbations 1 versus 2; serious adverse events 5 of 28 versus 9 of 30; deaths 2 of 28 versus 2 of 30. No between-arm analysis posted for any endpoint.","autoantibody titre (primary); FVC, survival, transplant-free survival, hospitalisations (secondary)",39.0,placebo arm as above,E10 mechanistic / biomarker (primary); E2 and E1 (secondary),True,False,,An independent data safety monitoring board will review safety and tolerability data for the duration of the trial.,22019799,32777737|37230499|36470416|26083430,"6 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",True,"PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-only monotherapy human evidence; appears only in combination or pooled sources'. IPF-specific blinded randomised monotherapy data do exist, registry-posted only. The trial met its mechanistic primary endpoint (lower autoantibody titre) and showed no clinical benefit, with a numerically unfavourable hospitalisation and serious-adverse-event count. Indirect connective-tissue-disease and NSIP rituximab trials (PMID 32777737, 36375479, 37230499) remain labelled indirect.",,"yes - no results publication found in PubMed for NCT01969409; the record's previous key_result_pmid 32777737 is EVER-ILD in non-specific interstitial pneumonia, which is indirect evidence, not IPF"
routine comprehensive training,I3,1,NA/none,NOT_YET_RECRUITING,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
salbutamol,I1,1,PHASE1,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Uncertain,"randomised human data on a non-clinical primary endpoint (safety, pharmacokinetic, deposition, feasibility or mechanistic); no clinical outcome signal",Uncertain,early-phase or single randomised source,1,1,rct,29409488.0,"Small monodisperse particles (1.5 μm) achieved significantly better total lung deposition (TLD, mean % ± SD) than larger particles (6 μm), where polydisperse nebulisation was poor; (TLD, 64.93 ± 10.72; 50.46 ± 17.04; 8.19 ± 7.72, respectively).",total lung deposition and regional lung delivery of inhaled salbutamol,,multiple inhaled salbutamol formulations and delivery devices,total lung deposition and regional lung delivery of inhaled salbutamol,False,False,,,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,"PHASE4 CORRECTION (C16): previously labelled 'positive randomised signal below phase 3'. The trial's primary endpoint is not a clinical outcome, so the row carries no efficacy signal.",,
saracatinib,I3,1,PHASE1|2,ACTIVE_NOT_RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
senicapoc,I3,1,PHASE2,RECRUITING,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
setanaxib,I3,1,PHASE2,COMPLETED,1,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): posted results exist (NCT03865927) but the primary endpoint is an oxidative-stress biomarker, not a clinical outcome; grading unchanged.",,"yes - posted registry results only, no publication located in this sweep"
sildenafil,I1,9,PHASE4,COMPLETED|TERMINATED|UNKNOWN|WITHDRAWN,5,repurposed_approved_drug,False,regulatory_or_commercial,Funding was withdrawn.; inclusion/exclusion criteria limited enrollment,Failed,null in the overall IPF population and in an enriched pulmonary-hypertension-risk population; the right-heart-dysfunction subgroup hypothesis showed no treatment-by-subgroup heterogeneity when tested,Probable,"three randomised trials, consistent null in the overall population, plus one prespecified subgroup analysis",13,3,rct,32822614.0,between-group difference 3·06% [95% CI -11·30 to 17·97]; p=0·65,mortality; FVC change; DLCO change; hospitalizations; acute exacerbations; adverse drug effects leading to discontinuation,,placebo or standard care,mortality; FVC change; DLCO change; hospitalizations; acute exacerbations; adverse drug effects leading to discontinuati,False,True,1 positive vs 1 null randomised IPF-only sources,"Probably no difference in drug discontinuation due to adverse effects (RR 0.79, 95% CI 0.56–1.10; moderate certainty)",26843176|35145039|38281037|22285287|25410822|25760991,30220235|32822614,"13 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 1 null, 0 harm.",False,"PHASE4 CORRECTION (C14): two further randomised sources were missed by the Phase 2 search - a phase 2b trial adding sildenafil to pirfenidone in advanced IPF at risk of group 3 pulmonary hypertension (PMID 32822614) and a prespecified INSTAGE subgroup analysis in right-heart dysfunction (PMID 31365829: 'There was no heterogeneity between subgroups by presence of RHD in the effect of nintedanib plus sildenafil versus nintedanib alone on change in SGRQ total score at Week 12 (P = 0.74) or Week 24 (P = 0.90), or change in FVC at Week 12 (P = 0.58) or Week 24 (P = 0.55)'). The earlier 'Conflicting' verdict does not hold: the disagreement was between overall nulls and exploratory subgroup analyses, and when the subgroup hypothesis was tested it was not supported. The trialists still write 'further research is required to establish if specific subgroups of patients with IPF might benefit from sildenafil', which is an open statement not backed by a positive subgroup result.",,
sildenafil and losartan,I3,1,PHASE2|3,TERMINATED,1,repurposed_approved_drug,False,regulatory_or_commercial,Funding was withdrawn.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
simeox,I3,1,NA/none,TERMINATED,0,device_or_procedure,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
simtuzumab,I1,3,PHASE2,COMPLETED|TERMINATED,2,biologic,False,lack_of_efficacy,The Study was terminated due to lack of efficacy.,Failed,"adequately sized randomised evidence, null",Probable,randomised null result,1,1,rct,27939076.0,"We noted no difference in progression-free survival between simtuzumab and placebo in the intention-to-treat population (median progression free survival times of 12·6 months and 15·4 months for simtuzumab and placebo, respectively; stratified HR 1·13, 95% CI 0·88-1·45; p=0·329) and in patients with baseline sLOXL2 in the 50th percentile or higher (median progression-free survival 11·7 months and 14·3 months for simtuzumab and placebo, respectively; stratified HR 1·03, 95% CI 0·74-1·43; p=0·851), or in the 75th percentile or higher (median progression-free survival 11·6 months and 16·9 months for simtuzumab and placebo, respectively; stratified HR 1·20, 95% CI 0·72-2·00; p=0·475).",progression-free survival (time to all-cause death or categorical decrease from baseline in FVC % predicted),,placebo,progression-free survival (time to all-cause death or categorical decrease from baseline in FVC % predicted),False,False,,"Incidence of adverse events and serious adverse events was similar between treatment groups; most common adverse events were dyspnoea, cough, upper respiratory tract infection, and worsening of IPF.",,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
sirolimus,I1,1,NA/none,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Uncertain,"randomised human data on a non-clinical primary endpoint (safety, pharmacokinetic, deposition, feasibility or mechanistic); no clinical outcome signal",Uncertain,early-phase or single randomised source,2,1,rct,36853800.0,Lung function was unaffected by either treatment,"concentration of circulating fibrocytes (total, CXCR4+, and α-smooth muscle actin-expressing)",6.0,placebo,"concentration of circulating fibrocytes (total, CXCR4+, and α-smooth muscle actin-expressing)",False,False,,Respiratory adverse events occurred more frequently during placebo treatment; incidence of adverse events and drug tolerability did not otherwise differ between sirolimus and placebo.,,,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,"PHASE4 CORRECTION (C16): previously labelled 'positive randomised signal below phase 3'. The trial's primary endpoint is not a clinical outcome, so the row carries no efficacy signal.",,
sodium pyruvate (nasal),I3,1,PHASE3,COMPLETED,1,investigational_drug,False,not_applicable,,Uncertain,"single-centre sponsor-reported randomised trial posting a large cough benefit; unpublished, with internally implausible accompanying values",Uncertain,"registry-only, unverifiable against any publication",1,1,rct,,"NCT06037408 (Cellular Sciences, n=50, 1 site, participant- and care-provider-masked) primary endpoint percent change in coughing episodes per day to day 21: 20 mM sodium pyruvate nasal spray -73.2% (SD 8.1) versus saline placebo -16.1% (SD 11.0); mean difference -57.13 (95% CI -63.99 to -50.27, p=0.0001, ANOVA). Secondary percent change in FEV1/FVC ratio +27.9% versus +2.73%; mean difference 25.12 (95% CI 13.26 to 36.99, p<0.0001). Zero adverse events and zero serious adverse events posted in both arms.",percent change in coughing episodes per day to day 21,3.0,-16.1% (saline placebo),E9 cough / symptom burden,False,True,internally implausible: a 28% increase in the FEV1/FVC ratio over 21 days and zero adverse events in 50 IPF patients are not consistent with the known behaviour of the disease; cough measurement method not described; no outcome-assessor masking stated; registered as phase 3 but single-centre with n=50,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-specific human outcome evidence'. This is the only new positive randomised signal the sweep found. It is recorded as an unverified registry-only claim, not as evidence of benefit, and is logged in the conflicts register.",,yes - no publication found in PubMed
suplatast tosilate,I3,1,PHASE2,ACTIVE_NOT_RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
supportive care,I2,2,NA/none,COMPLETED|UNKNOWN,0,supportive_or_symptomatic,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,2,0,meta_analysis,28039616.0,"In the base-case deterministic pairwise comparison with pirfenidone, nintedanib was found to have fewer acute exacerbations and resulted in less costs and more QALYs gained.","cost-effectiveness (incremental cost-effectiveness ratio); acute exacerbations, lung function decline, mortality, QALYs",,"pirfenidone, N-acetylcysteine, best supportive care","cost-effectiveness (incremental cost-effectiveness ratio); acute exacerbations, lung function decline, mortality, QALYs",True,False,,Treatment safety (serious adverse events) and tolerability (overall discontinuation) were considered in the model.,28039616|19420811,,"2 human studies attributed; strongest meta_analysis; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
surgery,I2,1,NA/none,COMPLETED,1,device_or_procedure,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,3,0,meta_analysis,35486080.0,"For antacid medication, when two studies were aggregated, there was no statistically significant effect on disease progression, defined as a 10% or more decline in FVC, more than 50-m decline in 6-minute walking distance, or death (risk ratio [RR], 0.88; 95% confidence interval [CI], 0.76-1.03).","disease progression (10% or more decline in FVC, more than 50-m decline in 6-minute walking distance, or death)",,placebo or no medication (antacid); no surgery (antireflux),"disease progression (10% or more decline in FVC, more than 50-m decline in 6-minute walking distance, or death)",True,False,,Neither antacid medications nor antireflux surgery was associated with improvements in outcomes studied.,,35486080|40789229,"3 human studies attributed; strongest meta_analysis; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
taladegib,I1,4,PHASE2,ACTIVE_NOT_RECRUITING|COMPLETED|RECRUITING,0,investigational_drug,False,not_applicable,,Uncertain,positive randomised signal below phase 3,Uncertain,early-phase or single randomised source,1,1,rct,41043447.0,"Between-group differences in change from baseline to week 12 favoured taladegib for the efficacy measures of percent predicted FVC (3·95% [95% CI 0·31-7·60]; p=0·035; mean change from baseline of 1·9% in the taladegib group vs -1·3% for placebo), total lung capacity by HRCT (257·0 mL [95% CI 86·8-427·2]; p=0·0040; mean change from baseline of 206·67 mL in the taladegib group vs -55·58 mL in the placebo group), and percent quantitative interstitial lung disease (p=0·047; mean change from baseline of -9·4% in the taladegib group vs 1·1% in the placebo group).",safety in intention-to-treat population and change from baseline in forced vital capacity (FVC) in efficacy-evaluable population,12.0,placebo,safety in intention-to-treat population and change from baseline in forced vital capacity (FVC) in efficacy-evaluable po,False,False,,"All treatment-emergent adverse events possibly or probably related to taladegib were grade 1 or 2, with most mild or moderate; none were serious. Most common events in taladegib group were dysgeusia (",,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,,,
tanzisertib (CC-90001),I3,1,PHASE2,TERMINATED,1,investigational_drug,False,regulatory_or_commercial,Business objectives have changed. (registry); 'The study was terminated early because of a strategic decision made by the sponsor' (PMID 38484130),Uncertain,randomised placebo-controlled phase 2 terminated early on a sponsor strategic decision; numerically favourable FVC differences with confidence intervals spanning no difference,Uncertain,"one randomised trial stopped early, published",2,1,rct,38484130.0,"The least-squares mean changes from baseline in ppFVC at Week 24 were -3.1% (placebo), -2.1% (200 mg), and -1.0% (400 mg); the differences compared with placebo were 1.1% (200 mg; 95% confidence interval: -2.1, 4.3; P = 0.50) and 2.2% (400 mg; 95% confidence interval: -1.1, 5.4; P = 0.19).","change in FVC % predicted, baseline to week 24",24.0,-3.1 % predicted (placebo),E2 disease progression / lung function,False,False,,"'Adverse event frequency was similar in patients in the combined CC-90001 arms versus placebo'; nausea, diarrhoea and vomiting more frequent on active drug (PMID 38484130)",,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-specific human outcome evidence'. The trial (NCT03142191, n=112 dosed, background pirfenidone allowed) was published in Am J Respir Crit Care Med in 2024 (PMID 38484130) - a Phase 2 literature-search miss, not only a registry-only result. Phase 1b antifibrotic-activity study also published (PMID 37378860).",,
tanzisertib (CC-930),I3,1,PHASE2,TERMINATED,0,investigational_drug,False,safety_toxicity,The benefit/ risk profile does not support continuation of this study.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
tazarotene,I3,1,PHASE2,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
telenursing,I3,1,NA/none,TERMINATED,1,non_pharmacological,False,unknown,Principal Investigator left the institution and the study was closed with the IRB,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): posted results exist (NCT03562247, n=31, terminated because the principal investigator left the institution); hospitalisation events 1 (usual care), 0, 0. Underpowered; grading unchanged.",,"yes - posted registry results only, no publication located in this sweep"
telenursing and remote monitoring,I3,1,NA/none,TERMINATED,1,non_pharmacological,False,unknown,Principal Investigator left the institution and the study was closed with the IRB,Duplicate (merged into telenursing),no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): same trial as the 'telenursing' row (NCT03562247); grading unchanged.,telenursing,"yes - posted registry results only, no publication located in this sweep"
tetrathiomolybdate,I3,1,PHASE1|2,COMPLETED,0,investigational_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
thalidomide,I1,2,PHASE3,COMPLETED,1,repurposed_approved_drug,False,not_applicable,,Uncertain,"single 23-patient crossover trial, cough dimension only",Uncertain,single small randomised crossover trial,5,1,rct,22986377.0,"CQLQ scores significantly improved with thalidomide (mean difference vs. placebo, -11.4 [95% CI, -15.7 to -7.0]; P < 0.001).",cough-specific quality of life measured by the Cough Quality of Life Questionnaire (CQLQ),24.0,placebo,symptoms - cough (E9),False,False,,"Adverse events reported in 74% receiving thalidomide vs. 22% placebo; constipation, dizziness, and malaise more frequent with thalidomide.",41808863|25410822|25760991|30036496,,"5 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",True,Engine returned Works from a registry phase-3 label; the actual trial randomised 23 patients over 24 weeks on cough-specific quality of life. Downgraded; no lung-function or survival claim is licensed.,,
therapeutic plasma exchange,I1,2,PHASE2,NOT_YET_RECRUITING|TERMINATED,0,device_or_procedure,False,safety_toxicity,"Owing to the Covid-19 epidemics, suspension of inclusions on Monday 16 march 2020 for an undetermined period of time Terminated prematurely due to an excessive number of deaths",Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,case_series,26083430.0,"Nine (9) trial subjects (82%) had improvements of pulmonary gas exchange after treatment, compared to one (5%) historical control.",improvement in pulmonary gas exchange after treatment,96.0,conventional glucocorticoid therapy (historical controls),improvement in pulmonary gas exchange after treatment,True,False,,No serious adverse events were attributable to the experimental medications.,,26083430,"1 human studies attributed; strongest case_series; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
thiotepa,I3,1,PHASE1|2,RECRUITING,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
tipelukast,I3,1,PHASE2,COMPLETED,1,investigational_drug,False,not_applicable,,Uncertain,null result that size or phase cannot make decisive,Uncertain,"very small randomised trial, registry-posted only",1,1,rct,,"NCT02503657 (MediciNova, n=15) primary endpoints to week 26: absolute change in FVC -0.177 L (arm labelled MN-001/MN-001) versus -0.025 L (arm labelled Placebo/MN-001); percent change in FVC -7.22% versus -0.33%. No between-arm analysis posted.",absolute and percent change in FVC to week 26,26.0,-0.025 L (placebo/MN-001 arm),E2 disease progression / lung function,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): corrected from 'Poorly studied - no IPF-specific human outcome evidence'. n=15 with a delayed-start style arm structure; the posted values are numerically worse on active drug but the trial cannot support any verdict on efficacy.,,yes - no results publication found in PubMed
tofacitinib,I1,1,PHASE2,UNKNOWN,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,1,0,observational_cohort,37680626.0,"After 6 months of TOF plus IGU treatment, forced vital capacity (FVC)% (84.7 ± 14.7 vs. 90.7 ± 15.4) and HRCT fibrosis score (7.3 ± 3.4 vs. 7.0 ± 5.6) showed a significant improvement compared to the csDMARDs group (P = 0.031, P = 0.015).","Changes in pulmonary function tests (FVC%), HRCT fibrosis score, and RA disease activity (ESR, CRP, DAS28-CRP)",26.0,csDMARDs alone; iguratimod plus csDMARDs,"Changes in pulmonary function tests (FVC%), HRCT fibrosis score, and RA disease activity (ESR, CRP, DAS28-CRP)",True,False,,,,37680626,"1 human studies attributed; strongest observational_cohort; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
tralokinumab,I1,2,PHASE2,COMPLETED|TERMINATED,4,biologic,False,lack_of_efficacy,Early termination of the study due to lack of efficacy.,Uncertain,null result that size or phase cannot make decisive,Uncertain,underpowered null,1,1,rct,28787186.0,"Neither tralokinumab 400 mg nor tralokinumab 800 mg met the primary endpoint; least-squares mean difference (95% confidence interval) percent predicted FVC from baseline to Week 52: -1.77 (-4.13 to 0.59) (P = 0.140) and -1.41 (-3.73 to 0.91) (P = 0.234), respectively.",change from baseline to Week 52 in percent predicted FVC,52.0,placebo,change from baseline to Week 52 in percent predicted FVC,False,False,,"Acceptable safety and tolerability profile; cough (17.5–30.5%), IPF progression/exacerbation (16.9–22.8%), upper respiratory tract infection (12.3–20.3%) most common adverse events.",,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 1 null, 0 harm.",False,,,
treadmill walking (no incline),I3,1,NA/none,RECRUITING,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
triple therapy,I2,0,none (literature-only),,0,,False,safety_toxicity,,Harm outweighs benefit,randomised evidence of excess death and hospitalisation (PANTHER-IPF combination arm stopped early),Probable,randomised harm signal,2,0,rct,22607134.0,"patients in the combination-therapy group, as compared with the placebo group, had an increased rate of death (8 vs. 1, P=0.01) and hospitalization (23 vs. 7, P<0.001).",change in FVC over 60 weeks (arm stopped at interim),32.0,placebo,mortality and hospitalisation (harm),True,False,,Trial terminated early due to increased mortality and hospitalizations in combination therapy arm; no physiological or clinical benefit observed,22607134|26843176,,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",True,"Combination entity per brief section 1: prednisone + azathioprine + N-acetylcysteine, cross-referenced to its three components. Engine had attributed only a network meta-analysis to it. Key result is the PANTHER-IPF interim (PMID 22607134).",,
valganciclovir,I1,2,PHASE2,COMPLETED,2,repurposed_approved_drug,False,not_applicable,,Uncertain,"randomised human data on a non-clinical primary endpoint (safety, pharmacokinetic, deposition, feasibility or mechanistic); no clinical outcome signal",Uncertain,early-phase or single randomised source,1,1,rct,33740394.0,"All subjects completed assigned therapy except one subject in the valganciclovir group, who discontinued the study drug after developing a rash.",number of subjects discontinuing study drug before completing 12 weeks of treatment,12.0,placebo,number of subjects discontinuing study drug before completing 12 weeks of treatment,False,False,,Valganciclovir is safe and well tolerated as an add-on therapy to pirfenidone in patients with IPF; total number of adverse events was similar between study groups.,,,"1 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,"PHASE4 CORRECTION (C16): previously labelled 'positive randomised signal below phase 3'. The trial's primary endpoint is not a clinical outcome, so the row carries no efficacy signal.",,
venetoclax,I3,1,EARLY_PHASE1,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
virtual autonomous physiotherapist agent (VAPA),I3,1,PHASE2,UNKNOWN,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
vismodegib,I3,2,PHASE2,COMPLETED|WITHDRAWN,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
vixarelimab,I3,1,PHASE2,TERMINATED,0,biologic,False,safety_toxicity,Sponsor decided to discontinue the study after review of clinical data by the iDMC. This decision was based on unblinded evaluation of clinical efficacy which showed a trend towards futility \& was not related to any safety concerns of vixarelimab.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
voxelotor,I3,2,PHASE2,COMPLETED|TERMINATED,2,investigational_drug,False,lack_of_efficacy,Study was terminated due to lack of clinically meaningful benefit.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): no primary outcome data are posted; the sponsor's stated reason for stopping NCT02989168 is lack of clinically meaningful benefit, and NCT02846324 (n=39) carries a safety primary endpoint. abandoned_reason corrected from unknown to lack of efficacy on the sponsor's own stated grounds.",,"yes - posted registry results only, no publication located in this sweep"
warfarin,I1,1,PHASE3,TERMINATED,1,repurposed_approved_drug,False,safety_toxicity,Excess of mortality in the treatment group created safety concerns.,Harm outweighs benefit,randomised evidence of excess harm in IPF,Probable,randomised harm signal,7,1,rct,22561965.0,"Due to a low probability of benefit and an increase in mortality observed in the subjects randomized to warfarin (14 warfarin versus 3 placebo deaths; P = 0.005) an independent Data and Safety Monitoring Board recommended stopping the study after 145 of the planned 256 subjects were enrolled (72 warfarin, 73 placebo).","composite outcome of time to death, hospitalization (nonbleeding, nonelective), or a 10% or greater absolute decline in FVC",28.0,placebo,"composite outcome of time to death, hospitalization (nonbleeding, nonelective), or a 10% or greater absolute decline in ",False,False,,"Treatment with warfarin was associated with an increased risk of mortality (14 deaths vs 3 in placebo group, P=0.005); study halted early due to harm signal",38281037|36035947,41425266|16162746|21735740|27103382,"7 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 1 harm.",False,,,
whole body vibration training,I3,1,NA/none,UNKNOWN,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
yoga,I3,2,NA/none,ACTIVE_NOT_RECRUITING|COMPLETED,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
zileuton,I3,1,PHASE2,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
zinc,I3,1,PHASE2,RECRUITING,0,supplement_or_vitamin,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
